"pid","id","notes","cat","employer","name","pos","salary","status","currency","oec","country","date","createdAt","flightDate"
"","hist-19","Historical deployed record","","NURSE AL AMEED","IRENE AIDA DAUS","","","Deployed","USD","","Saudi Arabia","2019-11-28","2019-11-28","2019-11-28"
"","hist-20","Historical deployed record","","NURSE AL AMEED","MARY GRACE ALAGAO","","","Deployed","USD","","Saudi Arabia","2019-11-28","2019-11-28","2019-11-28"
"P8079597B","fdl-fdl-001","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Mohammad Murad Hashim","DANIAL FARIDA JUBAIL","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-14","2026-05-02","2025-12-14"
"P0634962D","fdl-fdl-002","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Adel Jumaan Matar Al-Harbi","BUGAT FARIDA BUTITO","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-14","2026-05-02","2025-12-14"
"P9276762C","fdl-fdl-003","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Azhar Abdullah Saeed Najjar","ALONTO SAHAYA DE LA TORRE","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-11-29","2026-05-02","2025-11-29"
"P3377755C","fdl-fdl-004","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Sultan bin Ismail Al-Ghamdi","AKIDJIL RADIYA KASANGWAN","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-11-13","2026-05-02","2025-11-13"
"P7904143A","fdl-fdl-005","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Wael bin Adnan Al-Sharabi","GULAGULA RENETES ORILLOSA","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-16","2026-05-02","2025-12-16"
"P6640523B","fdl-fdl-006","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Hamza Zaki Hamza Nahas","HACOB NORIAH ALON","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P0567944D","fdl-fdl-007","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Rabi Ahmed Marei Bahkali","MANGSAN MERNALYN PAKKIRI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-11-29","2026-05-02","2025-11-29"
"P2619264B","fdl-fdl-008","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ahmed Abdelsalam Jumaa","LOZANO GRECHEL AYING","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-11-22","2026-05-02","2025-11-22"
"P0740164D","fdl-fdl-009","FRA: IRC International Recruitment Agency; Batch: IRC-DH-REPLACEMENT; Replacement: To be investigated Ã¢â‚¬â€ original worker repatriated or mismatch","Household Service Worker","Watfa Mohammad Al-Otaibi","IBAYAN REBECCA ROSE V.","Household Service Worker","","Replacement","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P8352200B","fdl-fdl-010","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ali Saeed Mohammad Al-Ghamdi","JULKIRAM KATRINA KAMLON","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-14","2026-05-02","2025-12-14"
"P0801748D","fdl-fdl-011","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Saad bin Ayed Al-Ghafili","GARCIA JESSA SIBARUTEN","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P6993696B","fdl-fdl-012","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Nawal Mohammad Al-Mahwash","ACALUL MERCY LANGAS","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P0629261D","fdl-fdl-013","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ibtisam Abdullah Al-Bseisi","BAKIL DARWINA JALAIDE","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P6200172B","fdl-fdl-014","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Fathia Abdulrahman Al-Kaf","CABIDIG CRISTETA TESTON","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-12","2026-05-02","2025-12-12"
"P2259448C","fdl-fdl-015","FRA: IRC International Recruitment Agency; Batch: IRC-DH-REPLACEMENT; Replacement: To be investigated Ã¢â‚¬â€ original worker repatriated or mismatch","Household Service Worker","Abdullah Talal Nasruddin","USMAN ARAWDA DUMMA","Household Service Worker","","Replacement","USD","","Saudi Arabia","2025-12-14","2026-05-02","2025-12-14"
"P8702568B","fdl-fdl-016","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Basma Sobhi Batterjee","UBAT APPLE NAVARRO","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-14","2026-05-02","2025-12-14"
"P5227460B","fdl-fdl-017","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Manal Abdullatif Seifuddin","JAMSURI SHAINA MAHAMUD","Household Service Worker","","Deployed","USD","","Saudi Arabia","2025-12-25","2026-05-02","2025-12-25"
"P0678259D","fdl-fdl-018","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Mahdi Abdul Nasser Al-Kart","ARIBAN ERNALYN OLORAZA","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-12","2026-05-02","2026-01-12"
"P7186324A","fdl-fdl-019","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Azza Saleh Al-Zahrani","AINAL FATIMA AMPING","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-24","2026-05-02","2026-01-24"
"P5920687A","fdl-fdl-020","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Rozan Kamel Mirza","KOTOY MASRA MUNJALAL","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-12","2026-05-02","2026-01-12"
"P5537090B","fdl-fdl-021","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Tariq Abdulaziz Sharaf","JAMAHALI LAILA JAMIRI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-24","2026-05-02","2026-01-24"
"P9131692B","fdl-fdl-022","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Saleh Misfer Al-Ghamdi","BANDAHALA WARDIYA EMLANI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P0660048D","fdl-fdl-023","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ali bin Issa Al-Issa","LOPEZ MARIA CRISTINA M.","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-24","2026-05-02","2026-01-24"
"P0821990D","fdl-fdl-024","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Amal Turki Al-Alimi","ABDANUN NOR-AIMA MAID","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-24","2026-05-02","2026-01-24"
"P0527392D","fdl-fdl-025","FRA: IRC International Recruitment Agency; Batch: IRC-DH-REPLACEMENT; Replacement: To be investigated Ã¢â‚¬â€ original worker repatriated or mismatch","Household Service Worker","Samer Ibrahim Kurdi","ABLING DINA MACABIOG","Household Service Worker","","Replacement","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P5480834B","fdl-fdl-026","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Thamer Abdullah Al-Rehaili","BALDEBIA RESHINA VELARDE","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P5957080B","fdl-fdl-027","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Anoud Jamil Al-Mazrouei","ANCOG HELEN PACATANG","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P0829668D","fdl-fdl-028","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Abdullatif Siddiq Seifuddin","ASAN SITTI RADZMA APLASIN","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P7719203B","fdl-fdl-029","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Hamad Abdullah Al-Tamimi","CAPALAC LIEZYL SAMELLANO","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-01-31","2026-05-02","2026-01-31"
"P0545581B","fdl-fdl-030","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","(Not Listed Ã¢â‚¬â€ To Verify)","MUSTAPA ISNIRA GOLO","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-15","2026-05-02","2026-02-15"
"P0874325D","fdl-fdl-031","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ali Nasser Abdullah Abusarhad","REGANION ROSALIE ACOPE","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-15","2026-05-02","2026-02-15"
"P0764440D","fdl-fdl-032","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Zahra Mohammad Al-Qahtani","DURAN EMILOU RIVERA","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-04-09","2026-05-02","2026-04-09"
"P0986094D","fdl-fdl-033","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ayman bin Mohammed Al-Ajyan","SAHI SURDAYA SARAD","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-16","2026-05-02","2026-02-16"
"P1266423B","fdl-fdl-034","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Ahmed Naif Al-Barakati","MUSA ROSEMALYN EMADI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-15","2026-05-02","2026-02-15"
"P0408061C","fdl-fdl-035","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Muhsina Mohammad Al-Qahtani","SOPIYA ABDUL KALIM","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-16","2026-05-02","2026-02-16"
"P0651302D","fdl-fdl-036","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Shaza Taleb Al-Ahmadi","SALIH NABILA PACOTO","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-16","2026-05-02","2026-02-16"
"P9405994C","fdl-fdl-037","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Hassan Ali Al-Qarni","MONTAWAL DERWIZA MATALAM","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-22","2026-05-02","2026-02-22"
"P7907497C","fdl-fdl-038","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Alia Abdullah Al-Assafi","KAUSAL ANALYN PARADJI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-22","2026-05-02","2026-02-22"
"P7277144B","fdl-fdl-039","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Abdulaziz Mohammad Al-Zahrani","KARIM NURFAIZA PARADJI","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-22","2026-05-02","2026-02-22"
"MISSING Ã¢â‚¬â€ VERIFY FROM FILES","fdl-fdl-040","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Essam Nasser Al-Sayegh","MAHAMUD LILAN ONDIH","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-22","2026-05-02","2026-02-22"
"P2788915C","fdl-fdl-041","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Khaled Omar Shata","DE GUZMAN LORNA PATA","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-02-24","2026-05-02","2026-02-24"
"P1106972D","fdl-fdl-042","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","Sarah bint Bandar Al Saud","ROBLES CRISLYN PARAN","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-04-03","2026-05-02","2026-04-03"
"","fdl-fdl-043","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","VANIZA MAE CORAGE PAICAN","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-044","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JERELYN SILAT MAGNO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-045","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JENELYN ROSALES MALIG","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-046","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","ANGELYN BALAO DOLLO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-047","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","DYLINE GAYRAMARA LAMPAD","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-048","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","SALVE DOLLESTIN LIMBAG","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-049","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JESTINE KHAY PENALBA MENDOZA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-050","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","CRISTINA LARANIO LARGO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-051","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","REA-MAY DE GUZMAN CALPITO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-052","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MIA DOLIO CAMARAO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-053","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","ROSEMARIE BAMBISA QUIJADA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-054","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MARY JOY YONGCO PETILONA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-055","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","HANNAH LEE CORPUZ DUMO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-056","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","GINALYN OGAY SEMBRANO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-057","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MARICHU ASSIM STA ANA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-058","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JOY MAY DELA CRUZ PADPAD","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-059","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JESAH PEDRANO OLIVAR","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-060","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JANELLE ANUNCIADO BALTAZAR","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-061","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MARY JANE LOPEZ ANCHETA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-062","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","GAIL AN LUCENA BERNARDO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-063","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","JOANNA MARIE ESPINO DIONGAL","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-064","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","DONNALYN CASTRO SILVA","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-065","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","REAH CARLA DEL ROSARIO CALUSCUSIN","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-066","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","RIZA JOY ROJAS AMAHAN","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-067","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","SHAIRA GONZALES","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-068","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MAYETH RAMIREZ ATIPEN","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-069","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","EUCYREY TIOZEN","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-070","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","DIALYN MASANDEL TUMALES","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-071","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","MARY GRACE SIGUENZA BRITANICO","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-072","FRA: IRC International Recruitment Agency; Batch: IRC-SKILLED-APR22","Household Service Worker","(IRC Skilled Batch - Employer Assignment Pending)","ABEGAEL MANOZA BALUTE","Support Worker (Skilled)","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
"","fdl-fdl-073","FRA: IRC International Recruitment Agency; Batch: IRC-DH-APR22","Household Service Worker","(IRC DH - Employer Assignment Pending)","IRC DH DEPLOYMENT ENTRY 43 (TO VERIFY NAME)","Household Service Worker","","Deployed","USD","","Saudi Arabia","2026-04-22","2026-05-02","2026-04-22"
,"DEP-REC-1778825796522zy69q",,,"",,,,"pending",,,"KSA",,"2026-05-14T06:47:20.897Z",
,"DEP-REC-17788257965227omgz",,,"",,,,"pending",,,"KSA",,"2026-05-14T07:21:47.278Z",
"PENDING","DEP-2026-05-16-","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Maria Santos Garcia","Household Service Worker","SAR 1400","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-001","Deployed via Blueorion International","OFW","Qatari Construction","Carlos Reyes Fernandez","Construction Worker","QAR 2000","Deployed","QAR","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-002","Deployed via Blueorion International","OFW","Emirates Care Services","Rosa Magdalo Cabrera","Caregiver","AED 2500","Deployed","AED","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-003","Deployed via Blueorion International","OFW","Singapore Staffing","Jose Mandapat Bautista","Factory Worker","SGD 1800","Deployed","SGD","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-004","Deployed via Blueorion International","OFW","Jeddah Healthcare","Angela Sampol Ramos","Nurse","SAR 2200","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-005","Deployed via Blueorion International","OFW","KL Hospitality Group","Francisco Torres Montes","Kitchen Helper","MYR 1600","Deployed","MYR","complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-006","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Lorena Aquino Castro","Admin Support","QAR 1900","Deployed","QAR","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-007","Deployed via Blueorion International","OFW","Emirates Care Services","Miguel Flores Ortiz","Sales Assistant","AED 1800","Deployed","AED","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-008","Deployed via Blueorion International","OFW","Singapore Staffing","Sophia Davila Perez","Household Service Worker","SGD 1500","Deployed","SGD","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-009","Deployed via Blueorion International","OFW","Jeddah Healthcare","Ricardo Navarro López","Nurse","SAR 2100","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-010","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Maria Santos Garcia","Household Service Worker","SAR 1400","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-011","Deployed via Blueorion International","OFW","Qatari Construction","Carlos Reyes Fernandez","Construction Worker","QAR 2000","Deployed","QAR","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-012","Deployed via Blueorion International","OFW","Emirates Care Services","Rosa Magdalo Cabrera","Caregiver","AED 2500","Deployed","AED","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-013","Deployed via Blueorion International","OFW","Singapore Staffing","Jose Mandapat Bautista","Factory Worker","SGD 1800","Deployed","SGD","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-014","Deployed via Blueorion International","OFW","Jeddah Healthcare","Angela Sampol Ramos","Nurse","SAR 2200","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-015","Deployed via Blueorion International","OFW","KL Hospitality Group","Francisco Torres Montes","Kitchen Helper","MYR 1600","Deployed","MYR","complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-016","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Lorena Aquino Castro","Admin Support","QAR 1900","Deployed","QAR","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-017","Deployed via Blueorion International","OFW","Emirates Care Services","Miguel Flores Ortiz","Sales Assistant","AED 1800","Deployed","AED","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-018","Deployed via Blueorion International","OFW","Singapore Staffing","Sophia Davila Perez","Household Service Worker","SGD 1500","Deployed","SGD","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-019","Deployed via Blueorion International","OFW","Jeddah Healthcare","Ricardo Navarro López","Nurse","SAR 2100","Deployed","SAR","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-020","Deployed via Blueorion","OFW","Emirates","Patricia Gonzalez Morales","Nurse","AED 2800","Deployed","2800","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-021","Deployed via Blueorion","OFW","Qatari","Vincent Santos Reyes","Supervisor","QAR 2500","Deployed","2500","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-022","Deployed via Blueorion","OFW","KL Hospitality","Lisette Flores","Caregiver","MYR 1800","Pending","1800","pending","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-023","Deployed via Blueorion","OFW","Singapore","Gabriel Mendoza","Foreman","SGD 2200","Deployed","2200","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-024","Deployed via Blueorion","OFW","Al-Nakheel","Evelyn Bautista","HSW","SAR 1500","On Hold","1500","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-025","Deployed via Blueorion","OFW","Jeddah","Danny Marquez","Kitchen Helper","SAR 1100","Deployed","1100","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-026","Deployed via Blueorion","OFW","Emirates","Cecilia Ramos","Admin Officer","AED 2300","Deployed","2300","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
